cookie_id,cross_cookie__items_history7__ref_available,cross_cookie__items_history7__mean_peer_count,cross_cookie__items_history7__max_peer_count,cross_cookie__items_history7__mean_peer_fraction,cross_cookie__items_history7__max_peer_fraction,cross_cookie__items_history7__share_seen,cross_cookie__items_history7__share_seen_ge3,cross_cookie__items_history7__peer_share_shared_ge1,cross_cookie__items_history7__peer_share_shared_ge2,cross_cookie__items_history7__max_shared_value_count,cross_cookie__items_history7__max_own_overlap_fraction,cross_cookie__items_history7__max_jaccard_shared_ge2,cross_cookie__items_same_day__mean_peer_count,cross_cookie__items_same_day__max_peer_count,cross_cookie__items_same_day__mean_peer_fraction,cross_cookie__items_same_day__max_peer_fraction,cross_cookie__items_same_day__share_seen,cross_cookie__items_same_day__share_seen_ge3,cross_cookie__items_same_day__peer_share_shared_ge1,cross_cookie__items_same_day__peer_share_shared_ge2,cross_cookie__items_same_day__max_shared_value_count,cross_cookie__items_same_day__max_own_overlap_fraction,cross_cookie__items_same_day__max_jaccard_shared_ge2
ck_e0f62083bb45b852,1.0,0.6,2.0,0.0001524003048006096,0.000508001016002032,0.4,0.0,0.000762001524003048,0.0,1.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ck_56585aa9debe21e8,1.0,0.7692307692307693,6.0,0.0001953850061546277,0.001524003048006096,0.38461538461538464,0.07692307692307693,0.00254000508001016,0.0,1.0,0.07692307692307693,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ck_c639b6383c3e8b7b,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
ck_1556e904e6337c3a,1.0,0.3333333333333333,1.0,8.466683600033866e-05,0.000254000508001016,0.3333333333333333,0.0,0.000254000508001016,0.0,1.0,0.3333333333333333,0.0,0.3333333333333333,1.0,0.0003954132068011071,0.0011862396204033216,0.3333333333333333,0.0,0.0011862396204033216,0.0,1.0,0.3333333333333333,0.0
ck_80d414b5726e7c90,1.0,0.5,1.0,0.000127000254000508,0.000254000508001016,0.5,0.0,0.001016002032004064,0.0,1.0,0.125,0.0,0.125,1.0,0.0001482799525504152,0.0011862396204033216,0.125,0.0,0.0011862396204033216,0.0,1.0,0.125,0.0
ck_7d2e7295e965a9e4,1.0,0.6666666666666666,2.0,0.00016933367200067733,0.000508001016002032,0.5,0.0,0.001016002032004064,0.0,1.0,0.16666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ck_166ada649cf90c28,1.0,0.3333333333333333,1.0,8.466683600033866e-05,0.000254000508001016,0.3333333333333333,0.0,0.000254000508001016,0.0,1.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ck_c4bdca0c2c4d39a6,1.0,,,,,,,0.0,0.0,0.0,,,,,,,,,0.0,0.0,0.0,,
ck_aa6aff37496e117f,1.0,0.6666666666666666,2.0,0.00016933367200067733,0.000508001016002032,0.5,0.0,0.001016002032004064,0.0,1.0,0.16666666666666666,0.0,0.16666666666666666,1.0,0.00019770660340055356,0.0011862396204033216,0.16666666666666666,0.0,0.0011862396204033216,0.0,1.0,0.16666666666666666,0.0
ck_e5cf25461c870489,1.0,0.125,1.0,3.1750063500127e-05,0.000254000508001016,0.125,0.0,0.000254000508001016,0.0,1.0,0.125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ck_8dd62e84867f66ff,1.0,,,,,,,0.0,0.0,0.0,,,,,,,,,0.0,0.0,0.0,,
ck_777c8d84863a238d,1.0,0.6,1.0,0.0001524003048006096,0.000254000508001016,0.6,0.0,0.000762001524003048,0.0,1.0,0.2,0.0,0.2,1.0,0.0002372479240806643,0.0011862396204033216,0.2,0.0,0.0011862396204033216,0.0,1.0,0.2,0.0
ck_e8e89e01d6bd3cdb,1.0,0.4444444444444444,2.0,0.00011288911466711822,0.000508001016002032,0.3888888888888889,0.0,0.002032004064008128,0.0,1.0,0.05555555555555555,0.0,0.1111111111111111,1.0,0.00013180440226703572,0.0011862396204033216,0.1111111111111111,0.0,0.002372479240806643,0.0,1.0,0.05555555555555555,0.0
ck_5da6c41667036c1c,1.0,1.0,4.0,0.000254000508001016,0.001016002032004064,0.5,0.16666666666666666,0.001524003048006096,0.0,1.0,0.16666666666666666,0.0,0.16666666666666666,1.0,0.00019770660340055356,0.0011862396204033216,0.16666666666666666,0.0,0.0011862396204033216,0.0,1.0,0.16666666666666666,0.0
ck_264c3fd92f82d0e2,1.0,0.2,1.0,5.08001016002032e-05,0.000254000508001016,0.2,0.0,0.000254000508001016,0.0,1.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ck_d21f6bcde5174e6f,1.0,0.4,1.0,0.0001016002032004064,0.000254000508001016,0.4,0.0,0.000508001016002032,0.0,1.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ck_bc0fa1d113a4e236,1.0,1.75,5.0,0.000444500889001778,0.00127000254000508,0.75,0.375,0.003302006604013208,0.000254000508001016,2.0,0.25,0.045454545454545456,0.375,1.0,0.00044483985765124553,0.0011862396204033216,0.375,0.0,0.002372479240806643,0.0011862396204033216,2.0,0.25,0.08
ck_dfb03d369d731503,1.0,,,,,,,0.0,0.0,0.0,,,,,,,,,0.0,0.0,0.0,,
ck_3ea7a003868fb70d,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ck_3a2f6174a53815af,1.0,0.16666666666666666,1.0,4.233341800016933e-05,0.000254000508001016,0.16666666666666666,0.0,0.000254000508001016,0.0,1.0,0.16666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ck_ca19ea35fb51f499,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ck_fc1addb4f55d3ad1,1.0,,,,,,,0.0,0.0,0.0,,,,,,,,,0.0,0.0,0.0,,
ck_30fe6e40e6834bad,1.0,0.625,1.0,0.000158750317500635,0.000254000508001016,0.625,0.0,0.00127000254000508,0.0,1.0,0.125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ck_33cc90d6485c29fe,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,1.0,0.0004744958481613286,0.0011862396204033216,0.4,0.0,0.002372479240806643,0.0,1.0,0.2,0.0
ck_38a298a4b5a8dac6,1.0,1.0,1.0,0.000254000508001016,0.000254000508001016,1.0,0.0,0.000254000508001016,0.0,1.0,1.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
ck_38758651614a304e,1.0,0.5,1.0,0.000127000254000508,0.000254000508001016,0.5,0.0,0.000508001016002032,0.0,1.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ck_ffd383a0374c3303,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
ck_c70c67174d78fb20,1.0,,,,,,,0.0,0.0,0.0,,,,,,,,,0.0,0.0,0.0,,
ck_8dd15dc2a067522f,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ck_7944430baf5c4058,1.0,1.0,1.0,0.000254000508001016,0.000254000508001016,1.0,0.0,0.000254000508001016,0.0,1.0,1.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
ck_087f6c0a6ed34b7b,1.0,2.0,3.0,0.000508001016002032,0.000762001524003048,1.0,0.3333333333333333,0.001524003048006096,0.0,1.0,0.3333333333333333,0.0,0.3333333333333333,1.0,0.0003954132068011071,0.0011862396204033216,0.3333333333333333,0.0,0.0011862396204033216,0.0,1.0,0.3333333333333333,0.0
ck_dfd0360c7e0092da,1.0,,,,,,,0.0,0.0,0.0,,,,,,,,,0.0,0.0,0.0,,
ck_29dea78fa9a323fe,1.0,0.3333333333333333,1.0,8.466683600033866e-05,0.000254000508001016,0.3333333333333333,0.0,0.000254000508001016,0.0,1.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ck_6a405e7cbb4c35f7,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
ck_cd35af62e65435e1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
ck_997b1fc99fab9e08,1.0,0.5,1.0,0.000127000254000508,0.000254000508001016,0.5,0.0,0.000254000508001016,0.0,1.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ck_08227bda7e91b6f3,1.0,2.0,2.0,0.000508001016002032,0.000508001016002032,1.0,0.0,0.000508001016002032,0.0,1.0,1.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
ck_64e9fa82c4053797,1.0,0.5,1.0,0.000127000254000508,0.000254000508001016,0.5,0.0,0.000254000508001016,0.0,1.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ck_ca43c1f163ac06ba,1.0,0.5,1.0,0.000127000254000508,0.000254000508001016,0.5,0.0,0.000254000508001016,0.0,1.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ck_0049e76146165462,1.0,0.75,1.0,0.000190500381000762,0.000254000508001016,0.75,0.0,0.000762001524003048,0.0,1.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ck_7118fd5924706fba,1.0,1.0,1.0,0.000254000508001016,0.000254000508001016,1.0,0.0,0.000254000508001016,0.0,1.0,1.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
ck_1199e4a89e38b686,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ck_7c134a1951db9f73,1.0,2.0,2.0,0.000508001016002032,0.000508001016002032,1.0,0.0,0.000508001016002032,0.0,1.0,1.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
ck_c937d3a0041c2064,1.0,0.4,1.0,0.0001016002032004064,0.000254000508001016,0.4,0.0,0.000508001016002032,0.0,1.0,0.2,0.0,0.2,1.0,0.0002372479240806643,0.0011862396204033216,0.2,0.0,0.0011862396204033216,0.0,1.0,0.2,0.0
ck_4b6e377e4b946ccd,1.0,0.2222222222222222,2.0,5.644455733355911e-05,0.000508001016002032,0.1111111111111111,0.0,0.000508001016002032,0.0,1.0,0.1111111111111111,0.0,0.1111111111111111,1.0,0.00013180440226703572,0.0011862396204033216,0.1111111111111111,0.0,0.0011862396204033216,0.0,1.0,0.1111111111111111,0.0
ck_68030c9d97554a6d,1.0,0.5384615384615384,2.0,0.0001367695043082394,0.000508001016002032,0.4230769230769231,0.0,0.003556007112014224,0.0,1.0,0.038461538461538464,0.0,0.23076923076923078,1.0,0.00027374760470845884,0.0011862396204033216,0.23076923076923078,0.0,0.0071174377224199285,0.0,1.0,0.038461538461538464,0.0
ck_8c2b698ccbbfd9c4,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,1.0,0.0011862396204033216,0.0011862396204033216,1.0,0.0,0.0011862396204033216,0.0,1.0,1.0,
ck_8dbd7cb39d8d42bc,1.0,0.14285714285714285,1.0,3.6285786857288e-05,0.000254000508001016,0.14285714285714285,0.0,0.000254000508001016,0.0,1.0,0.14285714285714285,0.0,0.14285714285714285,1.0,0.0001694628029147602,0.0011862396204033216,0.14285714285714285,0.0,0.0011862396204033216,0.0,1.0,0.14285714285714285,0.0
ck_5c3b178a35a4bea8,1.0,0.36363636363636365,1.0,9.236382109127854e-05,0.000254000508001016,0.36363636363636365,0.0,0.001016002032004064,0.0,1.0,0.09090909090909091,0.0,0.09090909090909091,1.0,0.00010783996549121105,0.0011862396204033216,0.09090909090909091,0.0,0.0011862396204033216,0.0,1.0,0.09090909090909091,0.0
ck_c8349780f5cfa2f4,1.0,0.3333333333333333,1.0,8.466683600033866e-05,0.000254000508001016,0.3333333333333333,0.0,0.000254000508001016,0.0,1.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ck_1bfa3e8cc3d2009c,1.0,1.125,3.0,0.000285750571501143,0.000762001524003048,0.625,0.125,0.002286004572009144,0.0,1.0,0.125,0.0,0.375,1.0,0.00044483985765124553,0.0011862396204033216,0.375,0.0,0.0035587188612099642,0.0,1.0,0.125,0.0
ck_046d63105cc81371,1.0,1.0,1.0,0.000254000508001016,0.000254000508001016,1.0,0.0,0.000508001016002032,0.0,1.0,0.5,0.0,0.5,1.0,0.0005931198102016608,0.0011862396204033216,0.5,0.0,0.0011862396204033216,0.0,1.0,0.5,0.0
ck_868dbb634cf7558a,1.0,1.0,2.0,0.000254000508001016,0.000508001016002032,0.6,0.0,0.00127000254000508,0.0,1.0,0.2,0.0,0.2,1.0,0.0002372479240806643,0.0011862396204033216,0.2,0.0,0.0011862396204033216,0.0,1.0,0.2,0.0
ck_50ae3422c0a5fcf7,1.0,0.5,1.0,0.000127000254000508,0.000254000508001016,0.5,0.0,0.000508001016002032,0.0,1.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ck_0e8cfebecc245783,1.0,1.1111111111111112,2.0,0.00028222278666779557,0.000508001016002032,0.7777777777777778,0.0,0.004318008636017272,0.000508001016002032,3.0,0.16666666666666666,0.06976744186046512,0.2222222222222222,1.0,0.00026360880453407144,0.0011862396204033216,0.2222222222222222,0.0,0.0035587188612099642,0.0011862396204033216,2.0,0.1111111111111111,0.034482758620689655
ck_92c1edc449084be3,1.0,0.6666666666666666,3.0,0.00016933367200067733,0.000762001524003048,0.4444444444444444,0.1111111111111111,0.001524003048006096,0.0,1.0,0.1111111111111111,0.0,0.4444444444444444,1.0,0.0005272176090681429,0.0011862396204033216,0.4444444444444444,0.0,0.004744958481613286,0.0,1.0,0.1111111111111111,0.0
ck_d024199759ca901f,1.0,0.25,1.0,6.3500127000254e-05,0.000254000508001016,0.25,0.0,0.000508001016002032,0.0,1.0,0.125,0.0,0.125,1.0,0.0001482799525504152,0.0011862396204033216,0.125,0.0,0.0011862396204033216,0.0,1.0,0.125,0.0
ck_398a3eb50f0658f1,1.0,0.4,2.0,0.0001016002032004064,0.000508001016002032,0.2,0.0,0.000508001016002032,0.0,1.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ck_7877cb2de72a13db,1.0,1.0,3.0,0.000254000508001016,0.000762001524003048,0.5882352941176471,0.11764705882352941,0.003302006604013208,0.001016002032004064,2.0,0.11764705882352941,0.06896551724137931,0.6470588235294118,2.0,0.0007675668132021492,0.002372479240806643,0.47058823529411764,0.0,0.00830367734282325,0.002372479240806643,4.0,0.23529411764705882,0.07547169811320754
ck_142af126101a5317,1.0,0.16666666666666666,1.0,4.233341800016933e-05,0.000254000508001016,0.16666666666666666,0.0,0.000254000508001016,0.0,1.0,0.16666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ck_b513a1681c0ddd9c,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ck_cdc4e16439ec6779,1.0,1.0714285714285714,3.0,0.00027214340142966,0.000762001524003048,0.7142857142857143,0.07142857142857142,0.003302006604013208,0.000508001016002032,2.0,0.14285714285714285,0.08333333333333333,0.21428571428571427,1.0,0.0002541942043721403,0.0011862396204033216,0.21428571428571427,0.0,0.0035587188612099642,0.0,1.0,0.07142857142857142,0.0
ck_eb0a9e077c431ecc,1.0,0.25,2.0,6.3500127000254e-05,0.000508001016002032,0.16666666666666666,0.0,0.000762001524003048,0.0,1.0,0.08333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ck_ebe822875e698fa3,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,1.0,0.0011862396204033216,0.0011862396204033216,1.0,0.0,0.0011862396204033216,0.0,1.0,1.0,
ck_bd9534ba80461c26,1.0,0.16666666666666666,1.0,4.233341800016933e-05,0.000254000508001016,0.16666666666666666,0.0,0.000254000508001016,0.0,1.0,0.16666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ck_a78f7f6b4ddc97c6,1.0,0.42857142857142855,1.0,0.000108857360571864,0.000254000508001016,0.42857142857142855,0.0,0.000762001524003048,0.0,1.0,0.14285714285714285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ck_09735caebf3d4fa8,1.0,0.6086956521739131,2.0,0.00015460900487018365,0.000508001016002032,0.4782608695652174,0.0,0.003302006604013208,0.000254000508001016,2.0,0.08695652173913043,0.046511627906976744,0.08695652173913043,1.0,0.00010315127133941925,0.0011862396204033216,0.08695652173913043,0.0,0.002372479240806643,0.0,1.0,0.043478260869565216,0.0
ck_fe388f95e6a09796,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
ck_9a8d721a4710ad10,1.0,1.0,2.0,0.000254000508001016,0.000508001016002032,0.6666666666666666,0.0,0.000762001524003048,0.0,1.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ck_ed265aa4f42f42df,1.0,0.3333333333333333,1.0,8.466683600033866e-05,0.000254000508001016,0.3333333333333333,0.0,0.000254000508001016,0.0,1.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ck_0c430f12e3465b9d,1.0,0.25,1.0,6.3500127000254e-05,0.000254000508001016,0.25,0.0,0.000762001524003048,0.0,1.0,0.08333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ck_77911f52418a8627,1.0,0.5757575757575758,3.0,0.00014624271672785771,0.000762001524003048,0.45454545454545453,0.030303030303030304,0.004826009652019304,0.0,1.0,0.030303030303030304,0.0,0.09090909090909091,2.0,0.00010783996549121105,0.002372479240806643,0.06060606060606061,0.0,0.0035587188612099642,0.0,1.0,0.030303030303030304,0.0
ck_77955a5fa8c2c7e2,1.0,1.0,2.0,0.000254000508001016,0.000508001016002032,0.6666666666666666,0.0,0.000762001524003048,0.0,1.0,0.3333333333333333,0.0,0.3333333333333333,1.0,0.0003954132068011071,0.0011862396204033216,0.3333333333333333,0.0,0.0011862396204033216,0.0,1.0,0.3333333333333333,0.0
ck_859647094d646725,1.0,1.0,1.0,0.000254000508001016,0.000254000508001016,1.0,0.0,0.000254000508001016,0.0,1.0,1.0,,1.0,1.0,0.0011862396204033216,0.0011862396204033216,1.0,0.0,0.0011862396204033216,0.0,1.0,1.0,
ck_16e86b7dfdca33e5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
ck_020973e971970302,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
ck_5d12491029bc0ac0,1.0,0.5,1.0,0.000127000254000508,0.000254000508001016,0.5,0.0,0.000254000508001016,0.0,1.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ck_1fd16923ed33906f,1.0,0.07142857142857142,1.0,1.8142893428644e-05,0.000254000508001016,0.07142857142857142,0.0,0.000254000508001016,0.0,1.0,0.07142857142857142,0.0,0.07142857142857142,1.0,8.47314014573801e-05,0.0011862396204033216,0.07142857142857142,0.0,0.0011862396204033216,0.0,1.0,0.07142857142857142,0.0
ck_ec208e9e80567277,1.0,0.09090909090909091,1.0,2.3090955272819636e-05,0.000254000508001016,0.09090909090909091,0.0,0.000254000508001016,0.0,1.0,0.09090909090909091,0.0,0.18181818181818182,1.0,0.0002156799309824221,0.0011862396204033216,0.18181818181818182,0.0,0.002372479240806643,0.0,1.0,0.09090909090909091,0.0
ck_9d1467866a857104,1.0,0.6666666666666666,1.0,0.00016933367200067733,0.000254000508001016,0.6666666666666666,0.0,0.000508001016002032,0.0,1.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ck_f3a28936d2021ee4,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
ck_35c3d4a58fc9cab6,1.0,0.6666666666666666,2.0,0.00016933367200067733,0.000508001016002032,0.3333333333333333,0.0,0.000508001016002032,0.0,1.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ck_22fd6b9073787e81,1.0,0.5,1.0,0.000127000254000508,0.000254000508001016,0.5,0.0,0.000508001016002032,0.0,1.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ck_bdac0d02fdc980c5,1.0,1.0,2.0,0.000254000508001016,0.000508001016002032,0.5,0.0,0.000508001016002032,0.0,1.0,0.5,0.0,0.5,1.0,0.0005931198102016608,0.0011862396204033216,0.5,0.0,0.0011862396204033216,0.0,1.0,0.5,0.0
ck_25c6792404136563,1.0,0.3333333333333333,1.0,8.466683600033866e-05,0.000254000508001016,0.3333333333333333,0.0,0.000254000508001016,0.0,1.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ck_21e89d38a365305e,1.0,0.6,1.0,0.0001524003048006096,0.000254000508001016,0.6,0.0,0.000762001524003048,0.0,1.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ck_87a939ad0d1e427d,1.0,0.35714285714285715,1.0,9.071446714322001e-05,0.000254000508001016,0.35714285714285715,0.0,0.00127000254000508,0.0,1.0,0.07142857142857142,0.0,0.07142857142857142,1.0,8.47314014573801e-05,0.0011862396204033216,0.07142857142857142,0.0,0.0011862396204033216,0.0,1.0,0.07142857142857142,0.0
ck_2b10c219e37f09fc,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ck_59686f5e8b992742,1.0,0.5,1.0,0.000127000254000508,0.000254000508001016,0.5,0.0,0.000254000508001016,0.0,1.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ck_e17a84ed233cb5cb,1.0,0.25,2.0,6.3500127000254e-05,0.000508001016002032,0.125,0.0,0.000508001016002032,0.0,1.0,0.125,0.0,0.125,1.0,0.0001482799525504152,0.0011862396204033216,0.125,0.0,0.0011862396204033216,0.0,1.0,0.125,0.0
ck_ddf4c48c145a1529,1.0,0.36363636363636365,1.0,9.236382109127854e-05,0.000254000508001016,0.36363636363636365,0.0,0.001016002032004064,0.0,1.0,0.09090909090909091,0.0,0.18181818181818182,1.0,0.0002156799309824221,0.0011862396204033216,0.18181818181818182,0.0,0.002372479240806643,0.0,1.0,0.09090909090909091,0.0
ck_9faa88097c5976f2,1.0,0.3333333333333333,1.0,8.466683600033866e-05,0.000254000508001016,0.3333333333333333,0.0,0.000508001016002032,0.0,1.0,0.16666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ck_3848c74e5e7ee5d2,1.0,0.2727272727272727,1.0,6.92728658184589e-05,0.000254000508001016,0.2727272727272727,0.0,0.000762001524003048,0.0,1.0,0.09090909090909091,0.0,0.18181818181818182,2.0,0.0002156799309824221,0.002372479240806643,0.09090909090909091,0.0,0.002372479240806643,0.0,1.0,0.09090909090909091,0.0
ck_307122aaf20d2ea0,1.0,0.4444444444444444,3.0,0.00011288911466711822,0.000762001524003048,0.2222222222222222,0.1111111111111111,0.001016002032004064,0.0,1.0,0.1111111111111111,0.0,0.1111111111111111,1.0,0.00013180440226703572,0.0011862396204033216,0.1111111111111111,0.0,0.0011862396204033216,0.0,1.0,0.1111111111111111,0.0
ck_ed31e7822f1382c1,1.0,1.5,4.0,0.000381000762001524,0.001016002032004064,0.75,0.25,0.001524003048006096,0.0,1.0,0.25,0.0,0.5,1.0,0.0005931198102016608,0.0011862396204033216,0.5,0.0,0.002372479240806643,0.0,1.0,0.25,0.0
ck_21e369ae649cc289,1.0,0.6666666666666666,4.0,0.00016933367200067733,0.001016002032004064,0.4166666666666667,0.08333333333333333,0.002032004064008128,0.0,1.0,0.08333333333333333,0.0,0.08333333333333333,1.0,9.885330170027678e-05,0.0011862396204033216,0.08333333333333333,0.0,0.0011862396204033216,0.0,1.0,0.08333333333333333,0.0
ck_447674f6058928a6,1.0,1.0,2.0,0.000254000508001016,0.000508001016002032,0.5,0.0,0.000508001016002032,0.0,1.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ck_fcdc0b0f4f2a324c,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
ck_062d715feadd3e09,1.0,0.125,1.0,3.1750063500127e-05,0.000254000508001016,0.125,0.0,0.000254000508001016,0.0,1.0,0.125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ck_2f4427f12010dada,1.0,1.1176470588235294,3.0,0.0002838829207070179,0.000762001524003048,0.6470588235294118,0.17647058823529413,0.004572009144018288,0.000254000508001016,2.0,0.11764705882352941,0.1,0.11764705882352941,1.0,0.00013955760240039075,0.0011862396204033216,0.11764705882352941,0.0,0.002372479240806643,0.0,1.0,0.058823529411764705,0.0
ck_48b79aca18e6df77,1.0,0.75,1.0,0.000190500381000762,0.000254000508001016,0.75,0.0,0.000762001524003048,0.0,1.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ck_d5cc8bc3d1edf746,1.0,0.75,2.0,0.000190500381000762,0.000508001016002032,0.5,0.0,0.000762001524003048,0.0,1.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
